1.26	1.2969	0.0000132
1.27	1.2967	0.0000135
1.28	1.2965	0.0000133
1.29	1.2963	0.0000132
1.3	1.2961	0.0000132
1.31	1.2959	0.0000131
1.32	1.2957	0.0000132
1.33	1.2955	0.0000132
1.34	1.2953	0.0000134
1.35	1.2951	0.0000139
1.36	1.2949	0.0000142
1.37	1.2946	0.0000148
1.38	1.2944	0.0000158
1.39	1.2941	0.0000174
1.4	1.2939	0.0000198
1.41	1.2937	0.00003442
1.42	1.2934	0.00005959
1.43	1.2931	0.0001028
1.44	1.2929	0.0001516
1.449	1.2927	0.000203
1.46	1.2924	0.0002942
1.471	1.2921	0.0003987
1.481	1.292	0.0004941
1.493	1.2918	0.0005532
1.504	1.2916	0.0005373
1.515	1.2914	0.0005143
1.527	1.2912	0.0004908
1.538	1.2909	0.0004594
1.563	1.2903	0.0003858
1.587	1.2897	0.0003105
1.613	1.289	0.0002659
1.65	1.2879	0.0002361
1.68	1.287	0.0002046
1.7	1.2863	0.0001875
1.73	1.2853	0.000165
1.76	1.2843	0.0001522
1.8	1.2828	0.0001411
1.83	1.2816	0.0001302
1.84	1.2811	0.000131
1.85	1.2807	0.0001339
1.855	1.2805	0.0001377
1.86	1.2802	0.0001432
1.87	1.2797	0.0001632
1.89	1.2788	0.0002566
1.905	1.278	0.0004081
1.923	1.2771	0.000706
1.942	1.2762	0.001108
1.961	1.2756	0.001442
1.98	1.275	0.001614
2	1.2744	0.00164
2.02	1.2736	0.001566
2.041	1.2728	0.001458
2.062	1.2718	0.001267
2.083	1.2707	0.001023
2.105	1.2694	0.0007586
2.13	1.2677	0.0005255
2.15	1.2663	0.0004025
2.17	1.2648	0.0003235
2.19	1.2633	0.0002707
2.22	1.2609	0.0002228
2.24	1.2591	0.0002037
2.245	1.2587	0.0002026
2.25	1.2582	0.0002035
2.26	1.2573	0.0002078
2.27	1.2564	0.0002171
2.29	1.2545	0.0002538
2.31	1.2525	0.0003138
2.33	1.2504	0.0003858
2.35	1.2482	0.0004591
2.37	1.2459	0.0005187
2.39	1.2435	0.0005605
2.41	1.2409	0.0005956
2.43	1.2382	0.0006259
2.46	1.2337	0.000682
2.5	1.227	0.000753
2.52	1.2232	0.0007685
2.55	1.2169	0.0007647
2.565	1.2135	0.0007473
2.58	1.2097	0.0007392
2.59	1.2071	0.0007437
2.6	1.2043	0.0007543
2.62	1.1983	0.0008059
2.675	1.1776	0.001367
2.725	1.1507	0.003508
2.778	1.1083	0.01346
2.817	1.0657	0.03245
2.833	1.0453	0.04572
2.849	1.0236	0.06287
2.865	1.0001	0.08548
2.882	0.9747	0.1198
2.899	0.9563	0.169
2.915	0.9538	0.221
2.933	0.9678	0.276
2.95	0.9873	0.312
2.967	1.0026	0.347
2.985	1.018	0.388
3.003	1.039	0.438
3.021	1.0722	0.493
3.04	1.1259	0.554
3.058	1.2089	0.612
3.077	1.3215	0.625
3.096	1.4225	0.593
3.115	1.4933	0.539
3.135	1.5478	0.491
3.155	1.597	0.438
3.175	1.6336	0.372
3.195	1.6477	0.3
3.215	1.6405	0.238
3.236	1.6248	0.193
3.257	1.6108	0.158
3.279	1.5905	0.121
3.3	1.5714	0.103
3.322	1.5559	0.0836
3.345	1.5396	0.0668
3.367	1.5241	0.05312
3.39	1.5086	0.04286
3.413	1.4949	0.03523
3.436	1.4827	0.02887
3.46	1.471	0.02347
3.484	1.4604	0.01921
3.509	1.4502	0.01586
3.534	1.4411	0.01326
3.559	1.4328	0.0113
3.624	1.4146	0.008146
3.732	1.3924	0.006672
3.775	1.385	0.006966
3.847	1.375	0.008248
3.969	1.3623	0.01112
4.099	1.3526	0.01471
4.239	1.3447	0.01867
4.348	1.3406	0.02411
4.387	1.3401	0.02656
4.444	1.3412	0.0299
4.505	1.3444	0.03179
4.547	1.3473	0.0309
4.56	1.3482	0.03007
4.58	1.3491	0.02883
4.719	1.347	0.0194
4.904	1.3379	0.01347
5	1.3325	0.0124
5.1	1.3268	0.0122
5.2	1.3212	0.01302
5.263	1.3176	0.0138
5.4	1.31	0.01683
5.556	1.3013	0.02232
5.714	1.2933	0.03256
5.747	1.2917	0.03539
5.78	1.2906	0.03883
5.814	1.2902	0.0427
5.848	1.2904	0.04643
5.882	1.2915	0.05045
6.061	1.3015	0.06439
6.135	1.3083	0.0656
6.25	1.3152	0.0636
6.289	1.3167	0.06265
6.329	1.3178	0.0617
6.369	1.3187	0.06101
6.41	1.3194	0.06031
6.452	1.3201	0.05964
6.494	1.3207	0.05899
6.579	1.3214	0.0578
6.667	1.3219	0.057
6.757	1.3229	0.0568
6.897	1.3242	0.05428
7.042	1.3244	0.05161
7.143	1.3236	0.0494
7.246	1.3229	0.0484
7.353	1.3218	0.046
7.463	1.32	0.0444
7.576	1.3183	0.0429
7.692	1.3158	0.04041
7.812	1.3123	0.03911
7.937	1.3086	0.03819
8.065	1.3047	0.0376
8.197	1.3007	0.03724
8.333	1.2964	0.037
8.475	1.2917	0.03677
8.696	1.2835	0.03654
8.929	1.2735	0.03664
9.091	1.2655	0.03706
9.259	1.2561	0.03789
9.524	1.2387	0.04026
9.804	1.2151	0.0445
10	1.1926	0.05008
10.2	1.1659	0.06461
10.31	1.1501	0.075
10.42	1.1323	0.088
10.53	1.1136	0.108
10.64	1.0971	0.134
10.75	1.0867	0.168
10.87	1.0833	0.204
11	1.0886	0.248
11.11	1.1023	0.28
11.36	1.1439	0.341
11.63	1.1983	0.379
11.9	1.2546	0.409
12.2	1.3194	0.422
12.5	1.3822	0.422
12.82	1.4412	0.403
12.99	1.4683	0.389
13.16	1.4928	0.374
13.33	1.5132	0.354
13.51	1.53	0.335
13.7	1.5458	0.315
13.89	1.5596	0.294
14.08	1.5701	0.271
14.29	1.5775	0.246
14.71	1.5762	0.198
15.15	1.5637	0.164
15.38	1.5559	0.152
15.63	1.5481	0.142
16.13	1.5353	0.128
16.39	1.5302	0.125
16.67	1.5294	0.123
16.95	1.5306	0.116
17.24	1.5303	0.107
18.18	1.5141	0.079
18.32	1.5104	0.07752
18.61	1.5043	0.07455
18.87	1.4982	0.072
19.23	1.4939	0.076
19.61	1.4963	0.075
20	1.4986	0.067
20.41	1.4956	0.055
20.83	1.4877	0.045
22.22	1.4575	0.029
22.6	1.4486	0.0275
23.05	1.439	0.027
23.6	1.4282	0.0273
24.6	1.4102	0.0289
25	1.403	0.03
26	1.3854	0.034
28.57	1.3404	0.05122
31	1.2969	0.08615
33.33	1.2641	0.1348
34.48	1.253	0.1615
35.64	1.2445	0.1895
37	1.2371	0.2227
38.24	1.2317	0.2528
39.6	1.2243	0.2853
41.14	1.2054	0.324
42.76	1.1742	0.3945
43.58	1.1549	0.4521
44.58	1.1496	0.5535
45.5	1.1853	0.6782
46.15	1.2543	0.7684
46.71	1.3474	0.8254
47.36	1.4725	0.8458
48	1.5874	0.8158
48.78	1.6841	0.7414
50.03	1.7505	0.6191
51.28	1.7649	0.5353
52.75	1.7668	0.478
53.5	1.7687	0.4599
54.24	1.7792	0.4468
55	1.7955	0.4214
55.74	1.8052	0.386
56.4	1.8041	0.3508
57	1.794	0.3196
57.46	1.7805	0.2981
58.4	1.741	0.2659
59.29	1.693	0.2569
60	1.661	0.2785
61	1.6419	0.3076
61.25	1.6396	0.3146
62.5	1.6372	0.3471
63.78	1.6471	0.3748
64.67	1.6596	0.3902
65.58	1.6754	0.4024
66.55	1.6945	0.4115
67.6	1.7167	0.4167
69	1.7466	0.4167
70.53	1.778	0.4089
73	1.8185	0.383
75	1.8419	0.3543
76.29	1.8504	0.334
80	1.8617	0.2944
82.97	1.8669	0.2679
85	1.8688	0.2519
86.8	1.8699	0.239
90.8	1.8698	0.214
95.17	1.8681	0.1913
100	1.8654	0.1706
